v_id,lon,lat,typ,voltage,degree_centrality,pagerank,betweenness,combined_centrality,criticality_label
252,9.0454349679866,48.9029620137561,substation,380000;220000;110000,0.012552301255230124,0.003635060585798315,2.6315096971132338e-05,0.0014749424115522354,Severe
253,9.8013171668981,47.6525043240978,substation,380000,0.0041841004184100415,0.0011276260770807197,0.0,0.00047864552906801947,Moderate
254,9.81091204610763,47.1426409446468,substation,380000;220000,0.0041841004184100415,0.001606690447789847,4.385849495188723e-06,0.0005146018835554585,Moderate
255,8.10495957410199,52.2642613740358,substation,220000;110000,0.006276150627615062,0.0017586690797719092,3.070094646632106e-05,0.0007481768159820141,High
256,12.1301906295374,47.9131654820025,substation,220000,0.0020920502092050207,0.0014848351972138302,0.0,0.00030139816938992974,Low
257,6.8018236570969,51.1247880606241,substation,220000;110000,0.0020920502092050207,0.003567853617417286,0.0,0.000441790244150327,Moderate
258,7.98506745761923,50.8422254447013,substation,220000;110000,0.0020920502092050207,0.0011276260770807197,0.0,0.00027732285204639653,Low
259,7.22423633379661,53.3499242086114,substation,220000;110000,0.0041841004184100415,0.0011276260770807197,0.0,0.00047864552906801947,Moderate
260,7.20605284001418,53.3413192541639,substation,220000;110000,0.0020920502092050207,0.001606690447789847,0.0,0.0003096110163253611,Low
261,9.31819523638713,54.7160494089748,substation,380000;220000;110000;20000,0.006276150627615062,0.003842123310560419,5.2630193942264676e-05,0.0009069392147138198,Severe
262,9.27063390877085,55.0370264816237,substation,400000;220000;150000,0.0020920502092050207,0.0027607640028189553,0.0,0.0003873937086170686,Moderate
263,9.43342930362242,55.0187229179606,substation,220000;150000;60000,0.0020920502092050207,0.0027607640028189553,0.0,0.0003873937086170686,Moderate
264,7.43348911422107,50.4365195361077,substation,220000,0.0020920502092050207,0.0015065666193519837,0.0,0.0003028628321177665,Low
265,7.59330184856855,50.3859437917469,substation,380000;110000,0.0020920502092050207,0.0017821597410038123,0.0,0.00032143736307876285,Moderate
266,8.12215702005755,53.5658323292485,substation,220000,0.0020920502092050207,0.0013671582624352834,0.0,0.0002934669341858788,Low
267,11.5615074728142,52.1238924527264,substation,220000;110000,0.0041841004184100415,0.0011911165358493992,0.0,0.0004829246833700509,Moderate
268,12.8139099116529,50.8579185114397,substation,380000;220000;110000,0.02092050209205021,0.0011276260770807197,0.0,0.002089226945241003,Severe
269,13.3823233828996,51.3559961579888,substation,380000;110000,0.010460251046025104,0.005694349683775688,0.00010526038788452935,0.0014784399150789712,Severe
270,12.0449825161601,50.7812567340735,substation,380000;220000;110000,0.008368200836820083,0.0022595840131580903,3.5086795961509786e-05,0.0009869285400986691,Severe
271,12.5182220968156,51.1570725850832,substation,380000;220000;110000,0.014644351464435145,0.003104454917133326,7.675236616580266e-05,0.001682687311515796,Severe
272,8.48009523461158,50.5909204313802,substation,380000;110000,0.0020920502092050207,0.0011276260770807197,0.0,0.00027732285204639653,Low
273,8.65659923594081,50.6055491256016,substation,380000;110000,0.006276150627615062,0.0035711944766285667,0.0,0.0008446607667046168,High
274,8.08162670615254,52.858637484526,substation,220000,0.0020920502092050207,0.0011276260770807197,0.0,0.00027732285204639653,Low
275,9.56710201161841,51.3252573276817,substation,220000;110000,0.0041841004184100415,0.001606690447789847,8.771698990377447e-06,0.0005182700737639328,Moderate
276,7.74679248425685,52.2885115081219,substation,220000,0.0020920502092050207,0.0033664358222602444,0.0,0.0004282150103062596,Moderate
277,7.91072928612534,48.5012882982432,substation,220000;110000,0.006276150627615062,0.0036702364016027245,1.9736322728349255e-05,0.0008678428883055619,High
278,7.7257063478071,52.2771949017405,substation,220000;110000,0.0020920502092050207,0.0011276260770807197,0.0,0.00027732285204639653,Low
279,14.2192282929357,51.120707992198,substation,380000;110000,0.006276150627615062,0.00873188385419845,0.0,0.001192482889583498,Severe
280,13.1034346393158,48.6667929606034,substation,380000;220000;110000,0.008368200836820083,0.0011276260770807197,0.0,0.0008812908831112654,Severe
281,13.0818771201792,48.2565212405017,substation,,0.010460251046025104,0.001918201791284786,2.6315096971132338e-05,0.0011579062267216675,Severe
282,11.6441811001256,51.908512873438,substation,220000;110000,0.0041841004184100415,0.0022032596802767208,0.0,0.0005511414953878655,High
283,11.4746908222742,50.6040154814218,plant,220000,0.0041841004184100415,0.0013123481766377483,0.0,0.0004910955000137277,Moderate
284,10.9910146333086,50.573526990181,substation,380000;110000,0.0041841004184100415,0.0024048202631883875,0.0,0.0005647263528958083,High
285,10.5054991208047,52.3018379056382,substation,220000,0.0020920502092050207,0.0013655017728746938,0.0,0.0002933552894668622,Low
286,9.11362795987411,52.5457924749284,plant,,0.0020920502092050207,0.0018079961344847385,0.0,0.00032317869424027933,Moderate
287,9.25195508330594,53.1147760993124,substation,380000;220000,0.006276150627615062,0.0019116492016364403,3.5086795961509786e-05,0.0007621556191439553,High
288,10.3692300485918,52.1670924338554,substation,220000;110000,0.010460251046025104,0.0013655017728746938,5.2630193942264676e-05,0.0011426642800550467,Severe
289,10.4195406346214,52.2369606619834,substation,220000,0.0041841004184100415,0.0013655017728746938,6.5787742427830845e-06,0.0005001802518011968,Moderate
290,10.0876467999739,52.3151305547947,substation,220000;110000,0.008368200836820083,0.003492882662916433,4.3858494951887234e-05,0.0010773872561413674,Severe
291,8.40314562686995,52.6096453279888,substation,220000;110000,0.0020920502092050207,0.0011276260770807197,0.0,0.00027732285204639653,Low
292,10.2358512723672,52.2934509180199,substation,380000;110000,0.0041841004184100415,0.0015385022789066753,8.771698990377447e-06,0.0005136743013930453,Moderate
293,9.51420568468798,51.2590144413487,substation,380000;110000,0.0041841004184100415,0.002134001364501185,5.2630193942264676e-05,0.0005904918793477927,High
294,9.38765125748855,51.640733525594,substation,380000;220000;110000,0.006276150627615062,0.004305361928696939,3.947264545669851e-05,0.0009271561782229691,Severe
295,9.77415043834156,50.5287496465011,substation,380000;110000,0.0041841004184100415,0.0021915017939085563,0.0,0.0005503490328508024,High
296,9.17745967557079,49.037809850476,substation,380000;110000,0.0020920502092050207,0.0011276260770807197,0.0,0.00027732285204639653,Low
297,9.17731110343941,49.039378200434,substation,380000,0.0041841004184100415,0.0022715144724474116,0.0,0.0005557417580606492,High
298,9.15135004876944,49.143382674357,substation,380000;220000;110000,0.012552301255230124,0.0011276260770807197,0.0,0.0012839362371545114,Severe
299,10.1878339995516,49.981219040845,substation,380000,0.012552301255230124,0.006865087101965313,9.648868889415192e-05,0.0017513320214187405,Severe
300,9.44691867105201,49.5902629324336,substation,380000;110000,0.0041841004184100415,0.004417504939621328,0.0,0.0007003780470057816,High
301,9.20736443093694,49.1766379540065,generator,,0.0020920502092050207,0.0013133857310291567,0.0,0.0002898427524810971,Low
302,9.69465635518013,49.2325925411591,substation,380000;110000,0.006276150627615062,0.0056889310344847505,0.0,0.000987392787828238,Severe
303,10.1174063901464,48.8970661753963,substation,380000;220000;110000,0.006276150627615062,0.0017142355106021002,4.385849495188723e-06,0.0007231729239866449,High
304,12.3374229103144,51.1969683571228,substation,380000;110000,0.0041841004184100415,0.0011276260770807197,0.0,0.00047864552906801947,Moderate
305,10.8675658805484,48.5394690937344,substation,380000,0.008368200836820083,0.0013580621034977682,5.2630193942264676e-05,0.0009408401813420803,Severe
306,10.8408695619217,48.2380310092335,substation,380000;220000;110000,0.010460251046025104,0.0015123500139365155,7.894529091339702e-05,0.0011745707554041533,Severe
307,10.9367289314287,48.4013064414835,substation,380000;110000,0.0041841004184100415,0.001919368084163894,0.0,0.000532007660660937,High
308,10.8739357569814,47.2444239286028,substation,380000;220000;110000,0.0020920502092050207,0.0015351288126592344,0.0,0.00030478787778189496,Low
309,10.8637616199498,48.5468231051405,substation,380000;110000,0.0020920502092050207,0.0015123500139365155,0.0,0.00030325262356512255,Low
310,9.42551238607291,48.0643507981263,substation,380000;220000;110000,0.008368200836820083,0.0011276260770807197,0.0,0.0008812908831112654,Severe
311,9.70423149899321,48.465063732143,substation,380000;110000,0.0041841004184100415,0.0018104720591422358,3.5086795961509786e-05,0.000554013766249801,High
312,9.4006313946006,48.666942439706,substation,380000;220000;110000,0.006276150627615062,0.001606690447789847,2.6315096971132338e-05,0.0007342655116194533,High
313,7.5724373132812,48.0188749889275,substation,400000,0.0020920502092050207,0.0011276260770807197,0.0,0.00027732285204639653,Low
314,7.75187090805771,48.0964620973277,substation,220000;110000,0.006276150627615062,0.0024271778095297323,2.6315096971132338e-05,0.0007895650336554111,High
315,12.4772465232803,50.7531200813148,substation,220000;110000,0.0020920502092050207,0.0012322493304539775,0.0,0.00028437429022226234,Low
316,14.9464972856333,51.0625862159619,substation,380000;110000,0.0020920502092050207,0.0011276260770807197,0.0,0.00027732285204639653,Low
317,13.8412680841242,50.9901759359427,substation,380000;110000,0.006276150627615062,0.0012322493304539775,4.385849495188723e-06,0.0006906878344739826,High
318,13.255555023675,50.9301782416399,substation,380000,0.0041841004184100415,0.0017558177312285688,0.0,0.0005209846312178547,Moderate
319,13.0027821071279,48.261968265807,substation,220000,0.0041841004184100415,0.0022860373064553362,0.0,0.0005567205735996757,High
320,12.2208353620671,48.5857329876532,substation,220000;110000,0.006276150627615062,0.001447002324220138,1.7543397980754893e-05,0.0007161664097761831,High
321,12.7474442277007,48.1487558434787,substation,220000;110000,0.0041841004184100415,0.0018467754641046294,0.0,0.0005271150353996501,Moderate
322,11.193727795361,50.1622144406172,substation,380000;110000,0.010460251046025104,0.0013840267261926468,4.824434444707596e-05,0.0011402446417585102,Severe
323,10.8360157547717,49.9280673897058,substation,380000,0.0041841004184100415,0.0014562872864771724,1.3157548485566169e-05,0.0005118013339950204,Moderate
324,11.8107025453557,50.1837655260691,substation,380000;220000;110000,0.006276150627615062,0.004617051655726762,0.0,0.0009151498501675996,Severe
325,12.2968837896062,48.6069099225677,substation,380000,0.0041841004184100415,0.0025675978189297617,0.0,0.0005756972970570824,High
326,12.0822544456506,49.2974477669261,substation,380000;220000;110000,0.010460251046025104,0.0014310335118631668,1.7543397980754893e-05,0.0011177354916767968,Severe
327,8.95368121281126,49.5674431691125,substation,220000;110000,0.0020920502092050207,0.0012351711398929726,0.0,0.00028457121545596,Low
328,12.4696440085589,51.3716629493371,substation,220000;110000,0.0020920502092050207,0.0011276260770807197,0.0,0.00027732285204639653,Low
329,12.2488239057592,51.1978824277899,substation,220000;110000,0.0041841004184100415,0.0011276260770807197,0.0,0.00047864552906801947,Moderate
330,11.0049169149012,50.5074149690608,substation,380000,0.0020920502092050207,0.0011276260770807197,0.0,0.00027732285204639653,Low
331,13.0025898987886,50.8659127196838,substation,220000;110000,0.0020920502092050207,0.0011881974342968162,0.0,0.0002814052636218978,Low
332,12.2428369226029,50.5674531670625,substation,220000;110000,0.0020920502092050207,0.003047899021271651,0.0,0.0004067461447673939,Moderate
333,13.3686584616208,52.5031422115792,substation,380000;110000,0.0041841004184100415,0.0011276260770807197,0.0,0.00047864552906801947,Moderate
334,13.3155158513838,52.5219993683183,substation,380000;110000,0.0020920502092050207,0.001606690447789847,0.0,0.0003096110163253611,Low
335,11.7924138446413,48.8382240226632,substation,220000;110000,0.006276150627615062,0.0011276260770807197,0.0,0.0006799682060896424,High
