,v_id,lon,lat,voltage,typ,degree_centrality,pagerank,betweenness,combined_centrality,criticality_label,eigen_centrality,closeness_centrality,clustering_coefficient,load_centrality,avg_shortest_path_length,average_neighbor_degree,node_strength
0,23470,-90.0404267803716,38.7386709600085,345000.0,joint,0.00020014677430115418,0.00017540793565734374,0.0,2.0835290579742193e-05,Severe,3.08741041364784e-230,0.00029058346491130533,0.16666666666666666,0.0,0.0,0.0,1035000.0
1,25563,-75.15960889129,40.7070100889546,230000.0,joint,0.00020014677430115418,6.390493158957084e-05,4.451267109268619e-09,1.2616308759943308e-05,High,9.00113448867118e-276,0.0001334311828674361,0.16666666666666666,4.451267109268619e-09,0.5,0.0,529000.0
2,6044,-78.8398726969668,42.7896664868582,307000.0,substation,0.00020014677430115418,2.9898388059909108e-05,0.0,1.0104506163811318e-05,Moderate,4.076600580168082e-283,0.0,0.0,0.0,2.0,1.3333333333333333,847311.0
3,8477,-94.6389691818178,47.3790423460162,303600.0,substation,0.0001334311828674361,2.9898388059909108e-05,0.0,7.471302173841169e-06,Low,4.076600580168082e-283,0.0,0.0,0.0,4.391304347826087,2.0,460000.0
4,30911,-81.2679717365543,37.7023503883863,353000.0,joint,0.0001334311828674361,6.815574953077856e-05,0.0,1.02926393647313e-05,Moderate,1.1053275653045014e-275,0.0001334311828674361,0.0,0.0,0.0,0.0,564874.0
5,26853,-87.225595093961,30.5711890245163,230000.0,joint,0.0001334311828674361,0.00012964826506849686,5.297007860029657e-07,1.5297212712102194e-05,Severe,4.9431788187364784e-24,0.00029718763456838045,0.5,5.297007860029657e-07,5.25,2.0,512437.0
6,10060,-86.4772482680929,31.4009747129504,230000.0,station,0.0001334311828674361,2.9898388059909108e-05,0.0,7.471302173841169e-06,Low,4.076600580168082e-283,0.0,0.5,0.0,2.0,2.0,397437.0
7,2930,-74.9206090414964,40.6816004472668,253000.0,substation,0.0001334311828674361,2.9898388059909108e-05,0.0,7.471302173841169e-06,Low,4.076600580168082e-283,0.0,0.0,0.0,4.0,0.5,460000.0
8,9424,-94.0387813907092,45.5691062278177,330000.0,station,0.00020014677430115418,4.887680657263205e-05,9.347660929464099e-08,1.1586987104998554e-05,High,1.0284817541301796e-268,0.00015249278041992698,0.0,8.679970863073806e-08,2.3636363636363638,1.5,805000.0
9,14469,-120.586136482858,35.0469575869802,188600.0,substation,0.0001334311828674361,2.9898388059909108e-05,0.0,7.471302173841169e-06,Low,4.076600580168082e-283,0.0,0.0,0.0,0.6666666666666666,0.0,564874.0
10,8456,-97.260048166895,33.2194062589518,138000.0,substation,0.0001334311828674361,6.850871529264603e-05,8.012280796683514e-08,1.0389720944464767e-05,Moderate,3.3742032488185017e-243,0.00011436958531494524,0.0,8.012280796683514e-08,1.5,1.0,690000.0
11,29373,-94.2750276914452,45.5434733829059,276000.0,merge,6.671559143371805e-05,2.9898388059909108e-05,0.0,4.838098183871021e-06,Low,4.076600580168082e-283,0.0,0.0,0.0,3.3,3.0,282437.0
12,10073,-86.0598262861167,30.9940511179111,230000.0,station,6.671559143371805e-05,3.966173903121586e-05,0.0,5.558108768606075e-06,Low,4.8651134208432586e-269,0.0001200880645806925,0.0,0.0,0.0,0.0,230000.0
